date;KM;T;F;E;G
2017-10-12 18:00:00;35,28;12,8;5,58;26,95;0,0
2017-10-12 19:00:00;33,71;12,6;5,78;27,25;0,0
2017-10-12 20:00:00;38,44;12,3;5,76;26,89;0,0
2017-10-12 21:00:00;43,99;12,0;5,82;26,74;0,0
2017-10-12 22:00:00;39,19;11,7;5,87;26,57;0,0
2017-10-12 23:00:00;49,45;11,3;5,89;26,2;0,0
2017-10-13 00:00:00;51,93;10,9;5,98;26,02;0,0
2017-10-13 01:00:00;47,57;11,0;6,02;26,22;0,0
2017-10-13 02:00:00;50,78;11,2;6,18;26,84;0,0
2017-10-13 03:00:00;45,38;11,1;6,22;26,84;0,0
2017-10-13 04:00:00;44,14;10,8;6,34;26,84;0,0
2017-10-13 05:00:00;47,36;10,5;6,37;26,61;0,0
2017-10-13 06:00:00;44,42;10,2;6,4;26,38;8,34
2017-10-13 07:00:00;48,97;10,8;6,58;27,45;69,45
2017-10-13 08:00:00;53,2;12,6;6,78;29,78;163,89
2017-10-13 09:00:00;49,77;13,7;7,19;31,94;258,34
2017-10-13 10:00:00;66,5;14,7;7,47;33,66;383,34
2017-10-13 11:00:00;60,12;15,6;7,36;34,31;433,34
2017-10-13 12:00:00;62,35;15,7;6,85;33,12;380,56
2017-10-13 13:00:00;69,26;15,9;6,83;33,26;236,12
2017-10-13 14:00:00;42,5;16,8;7,0;34,6;188,89
2017-10-13 15:00:00;49,05;15,8;7,24;34,19;150,0
2017-10-13 16:00:00;45,74;15,3;7,22;33,65;36,12
2017-10-13 17:00:00;49,29;14,2;7,03;32,03;5,56
2017-10-13 18:00:00;40,55;12,9;6,83;30,2;0,0
2017-10-13 19:00:00;39,59;12,3;6,65;29,14;0,0
2017-10-13 20:00:00;36,19;11,0;6,51;27,46;0,0
2017-10-13 21:00:00;36,56;10,5;6,69;27,41;0,0
2017-10-13 22:00:00;31,13;11,8;7,13;29,83;0,0
2017-10-13 23:00:00;36,87;11,6;7,29;30,04;0,0
2017-10-14 00:00:00;42,91;12,1;7,45;30,95;0,0
2017-10-14 01:00:00;42,72;12,1;7,62;31,39;0,0
2017-10-14 02:00:00;63,98;12,8;7,89;32,79;0,0
2017-10-14 03:00:00;68,1;13,4;8,12;33,96;0,0
2017-10-14 04:00:00;90,53;13,9;8,29;34,91;0,0
2017-10-14 05:00:00;91,52;14,1;8,4;35,39;0,0
2017-10-14 06:00:00;95,01;14,3;8,61;36,13;0,0
2017-10-14 07:00:00;100,39;14,6;8,68;36,6;13,89
2017-10-14 08:00:00;116,67;15,5;8,87;38,01;158,34
2017-10-14 09:00:00;119,74;17,0;9,16;40,28;91,67
2017-10-14 10:00:00;144,35;17,1;9,22;40,53;66,67
2017-10-14 11:00:00;141,49;17,2;9,28;40,78;161,12
2017-10-14 12:00:00;155,34;17,7;9,32;41,41;250,0
2017-10-14 13:00:00;155,45;18,5;9,67;43,12;252,78
2017-10-14 14:00:00;172,2;18,2;9,76;43,02;122,23
2017-10-14 15:00:00;176,3;18,8;9,86;43,9;175,0
2017-10-14 16:00:00;186,01;18,2;9,89;43,36;47,23
2017-10-14 17:00:00;192,37;17,6;10,02;43,09;2,78
2017-10-14 18:00:00;193,02;16,9;9,83;41,87;0,0
2017-10-14 19:00:00;191,96;16,0;9,73;40,71;0,0
2017-10-14 20:00:00;180,61;15,8;9,72;40,47;0,0
2017-10-14 21:00:00;175,43;15,6;9,6;39,95;0,0
2017-10-14 22:00:00;166,23;14,7;9,37;38,45;0,0
2017-10-14 23:00:00;156,06;13,6;8,81;35,92;0,0
2017-10-15 00:00:00;148,32;13,4;8,89;35,92;0,0
2017-10-15 01:00:00;138,57;13,1;8,72;35,17;0,0
2017-10-15 02:00:00;135,17;12,8;8,64;34,67;0,0
2017-10-15 03:00:00;116,53;12,6;8,52;34,18;0,0
2017-10-15 04:00:00;109,0;11,6;8,15;32,2;0,0
2017-10-15 05:00:00;112,75;11,9;8,22;32,7;0,0
2017-10-15 06:00:00;120,09;11,1;7,88;31,02;2,78
2017-10-15 07:00:00;108,42;12,9;8,88;35,39;58,34
2017-10-15 08:00:00;113,4;15,2;9,68;39,75;188,89
2017-10-15 09:00:00;113,67;17,5;10,34;43,78;302,78
2017-10-15 10:00:00;173,22;19,0;10,12;44,78;386,12
2017-10-15 11:00:00;180,66;20,2;10,02;45,74;433,34
2017-10-15 12:00:00;229,72;20,8;10,41;47,33;444,45
2017-10-15 13:00:00;247,32;21,4;10,32;47,73;383,34
2017-10-15 14:00:00;265,97;21,6;10,12;47,43;308,34
2017-10-15 15:00:00;274,87;21,7;10,35;48,11;197,23
2017-10-15 16:00:00;253,3;20,4;10,45;47,04;66,67
2017-10-15 17:00:00;246,07;18,7;10,21;44,68;2,78
2017-10-15 18:00:00;234,86;17,7;9,96;43,03;0,0
2017-10-15 19:00:00;210,16;16,7;9,82;41,65;0,0
2017-10-15 20:00:00;205,53;15,9;9,56;40,16;0,0
2017-10-15 21:00:00;178,64;15,2;9,35;38,92;0,0
2017-10-15 22:00:00;162,81;14,1;8,9;36,67;0,0
2017-10-15 23:00:00;143,43;14,2;8,76;36,4;0,0
2017-10-16 00:00:00;136,0;13,6;8,42;34,93;0,0
2017-10-16 01:00:00;114,9;13,3;8,25;34,21;0,0
2017-10-16 02:00:00;119,94;13,2;8,1;33,73;0,0
2017-10-16 03:00:00;101,29;11,9;7,61;31,16;0,0
2017-10-16 04:00:00;86,44;12,0;7,75;31,61;0,0
2017-10-16 05:00:00;80,29;12,0;7,75;31,61;0,0
2017-10-16 06:00:00;72,05;11,5;7,58;30,67;5,56
2017-10-16 07:00:00;92,72;12,7;7,93;32,79;69,45
2017-10-16 08:00:00;84,63;14,8;8,37;36,03;197,23
2017-10-16 09:00:00;110,95;17,5;8,82;39,95;316,67
2017-10-16 10:00:00;135,47;19,6;9,22;43,09;400,0
2017-10-16 11:00:00;164,88;21,5;9,57;45,93;436,12
2017-10-16 12:00:00;229,66;22,1;9,6;46,62;433,34
2017-10-16 13:00:00;265,4;22,5;9,67;47,2;375,0
2017-10-16 14:00:00;300,3;23,1;9,85;48,28;269,45
2017-10-16 15:00:00;316,03;21,9;9,48;46,11;152,78
2017-10-16 16:00:00;313,25;20,6;9,82;45,63;50,0
2017-10-16 17:00:00;300,35;19,0;9,71;43,72;2,78
2017-10-16 18:00:00;267,54;18,0;9,5;42,17;0,0
2017-10-16 19:00:00;258,64;17,3;9,58;41,67;0,0
2017-10-16 20:00:00;232,08;16,8;9,52;41,0;0,0
2017-10-16 21:00:00;228,16;16,0;9,39;39,84;0,0
2017-10-16 22:00:00;209,65;15,7;9,21;39,07;0,0
2017-10-16 23:00:00;194,27;15,1;9,18;38,39;0,0
2017-10-17 00:00:00;175,83;14,2;8,76;36,4;0,0
2017-10-17 01:00:00;167,46;14,0;8,74;36,16;0,0
2017-10-17 02:00:00;153,08;14,3;8,61;36,13;0,0
2017-10-17 03:00:00;132,7;15,0;8,58;36,78;0,0
2017-10-17 04:00:00;134,13;14,5;8,41;35,83;0,0
2017-10-17 05:00:00;124,67;14,1;8,19;34,88;0,0
2017-10-17 06:00:00;116,28;13,6;8,03;33,94;2,78
2017-10-17 07:00:00;121,37;14,1;8,19;34,88;55,56
2017-10-17 08:00:00;106,11;16,0;8,47;37,52;183,34
2017-10-17 09:00:00;127,83;18,5;8,87;41,08;300,0
2017-10-17 10:00:00;150,18;20,4;9,24;43,97;388,89
2017-10-17 11:00:00;172,39;21,2;9,24;44,77;436,12
2017-10-17 12:00:00;229,13;22,1;9,26;45,76;433,34
2017-10-17 13:00:00;254,39;22,8;9,32;46,63;380,56
2017-10-17 14:00:00;271,39;22,7;9,44;46,82;283,34
2017-10-17 15:00:00;281,34;21,8;9,75;46,7;166,67
2017-10-17 16:00:00;283,12;20,3;9,48;44,48;50,0
2017-10-17 17:00:00;274,67;18,5;9,54;42,78;2,78
2017-10-17 18:00:00;254,47;15,9;9,44;39,87;0,0
2017-10-17 19:00:00;239,18;13,8;8,33;34,92;0,0
2017-10-17 20:00:00;233,06;14,4;9,08;37,42;0,0
2017-10-17 21:00:00;231,25;14,2;9,37;37,95;0,0
2017-10-17 22:00:00;209,22;12,7;8,49;34,19;0,0
2017-10-17 23:00:00;200,94;12,0;8,28;32,94;0,0
2017-10-18 00:00:00;185,46;11,8;8,17;32,46;0,0
2017-10-18 01:00:00;176,13;10,9;7,69;30,34;0,0
2017-10-18 02:00:00;160,95;11,0;7,82;30,78;0,0
2017-10-18 03:00:00;144,07;11,2;8,01;31,46;0,0
2017-10-18 04:00:00;131,42;9,5;7,07;27,35;0,0
2017-10-18 05:00:00;123,0;10,7;7,75;30,28;0,0
2017-10-18 06:00:00;117,58;9,2;6,86;26,5;2,78
2017-10-18 07:00:00;115,33;10,1;7,52;29,09;36,12
2017-10-18 08:00:00;123,11;12,4;8,68;34,37;111,12
2017-10-18 09:00:00;129,5;14,8;9,75;39,51;197,23
2017-10-18 10:00:00;152,32;16,8;9,04;39,78;347,23
2017-10-18 11:00:00;161,48;17,7;8,56;39,47;397,23
2017-10-18 12:00:00;160,53;18,7;8,85;41,23;391,67
2017-10-18 13:00:00;143,2;18,8;8,63;40,78;311,12
2017-10-18 14:00:00;150,77;18,4;8,28;39,48;244,45
2017-10-18 15:00:00;165,76;18,2;8,83;40,68;188,89
2017-10-18 16:00:00;164,84;16,2;8,23;37,12;36,12
2017-10-18 17:00:00;142,1;15,1;8,64;37,02;2,78
2017-10-18 18:00:00;148,2;14,0;8,14;34,64;0,0
2017-10-18 19:00:00;148,55;12,6;7,88;32,55;0,0
2017-10-18 20:00:00;102,14;12,8;7,89;32,79;0,0
2017-10-18 21:00:00;103,67;12,0;7,57;31,17;0,0
2017-10-18 22:00:00;96,22;10,9;7,2;29,1;0,0
2017-10-18 23:00:00;62,22;10,5;7,25;28,82;0,0
2017-10-19 00:00:00;64,14;10,7;7,43;29,47;0,0
2017-10-19 01:00:00;58,5;10,4;7,36;28,99;0,0
2017-10-19 02:00:00;57,55;9,8;7,06;27,64;0,0
2017-10-19 03:00:00;58,74;9,2;6,78;26,32;0,0
2017-10-19 04:00:00;47,12;9,0;6,84;26,25;0,0
2017-10-19 05:00:00;39,73;7,7;6,12;23,13;0,0
2017-10-19 06:00:00;47,56;9,2;7,0;26,87;2,78
2017-10-19 07:00:00;34,45;9,8;7,22;28,02;33,34
2017-10-19 08:00:00;14,9;10,0;7,39;28,67;88,89
2017-10-19 09:00:00;27,68;10,6;7,7;30,05;119,45
2017-10-19 10:00:00;29,53;11,2;7,85;31,04;144,45
2017-10-19 11:00:00;90,6;12,3;7,99;32,54;161,12
2017-10-19 12:00:00;99,05;13,0;8,0;33,26;147,23
2017-10-19 13:00:00;96,5;13,0;8,19;33,73;136,12
2017-10-19 14:00:00;111,77;13,1;8,15;33,73;94,45
2017-10-19 15:00:00;112,49;13,3;8,25;34,21;69,45
2017-10-19 16:00:00;123,65;12,9;8,23;33,73;27,78
2017-10-19 17:00:00;110,96;12,1;8,07;32,51;2,78
2017-10-19 18:00:00;116,68;12,3;8,17;32,99;0,0
2017-10-19 19:00:00;119,21;12,8;8,45;34,2;0,0
2017-10-19 20:00:00;115,58;12,3;8,35;33,44;0,0
2017-10-19 21:00:00;109,88;12,5;8,38;33,7;0,0
2017-10-19 22:00:00;122,96;12,2;8,3;33,2;0,0
2017-10-19 23:00:00;112,4;11,9;8,22;32,7;0,0
2017-10-20 00:00:00;90,18;11,5;7,92;31,53;0,0
2017-10-20 01:00:00;65,22;11,1;7,55;30,18;0,0
2017-10-20 02:00:00;73,23;10,5;7,33;29,02;0,0
2017-10-20 03:00:00;53,32;10,1;7,21;28,31;0,0
2017-10-20 04:00:00;63,38;9,6;6,89;27,01;0,0
2017-10-20 05:00:00;69,03;9,3;6,83;26,54;0,0
2017-10-20 06:00:00;23,7;9,7;6,87;27,04;2,78
2017-10-20 07:00:00;18,3;10,1;6,98;27,73;47,23
2017-10-20 08:00:00;20,6;11,8;7,39;30,49;177,78
2017-10-20 09:00:00;23,72;13,4;7,15;31,53;244,45
2017-10-20 10:00:00;72,17;15,1;7,24;33,48;277,78
2017-10-20 11:00:00;55,28;16,2;7,66;35,66;130,56
2017-10-20 12:00:00;59,55;16,0;7,67;35,5;91,67
2017-10-20 13:00:00;94,9;16,2;8,0;36,54;66,67
2017-10-20 14:00:00;103,78;16,3;8,17;37,06;75,0
2017-10-20 15:00:00;125,15;16,1;8,41;37,47;47,23
2017-10-20 16:00:00;136,95;15,8;8,59;37,61;19,45
2017-10-20 17:00:00;130,78;15,1;8,64;37,02;0,0
2017-10-20 18:00:00;122,19;15,3;8,31;36,41;0,0
2017-10-20 19:00:00;131,32;14,3;8,71;36,39;0,0
2017-10-20 20:00:00;112,14;14,2;8,86;36,66;0,0
2017-10-20 21:00:00;131,24;14,0;8,44;35,4;0,0
2017-10-20 22:00:00;115,47;12,5;7,74;32,09;0,0
2017-10-20 23:00:00;91,29;12,1;7,71;31,62;0,0
2017-10-21 00:00:00;69,59;11,9;7,44;30,72;0,0
2017-10-21 01:00:00;66,96;11,7;7,42;30,48;0,0
2017-10-21 02:00:00;56,38;11,4;7,28;29,8;0,0
2017-10-21 03:00:00;49,29;10,9;7,04;28,69;0,0
2017-10-21 04:00:00;47,11;10,6;6,9;28,03;0,0
2017-10-21 05:00:00;44,91;10,7;6,86;28,05;0,0
2017-10-21 06:00:00;29,06;10,5;6,77;27,61;2,78
2017-10-21 07:00:00;22,7;10,7;6,78;27,84;27,78
2017-10-21 08:00:00;19,58;11,3;6,98;28,94;63,89
2017-10-21 09:00:00;20,98;11,6;6,95;29,17;80,56
2017-10-21 10:00:00;21,08;11,8;6,87;29,18;102,78
2017-10-21 11:00:00;21,18;12,2;6,87;29,6;133,34
2017-10-21 12:00:00;24,16;12,3;7,01;30,05;125,0
2017-10-21 13:00:00;22,46;12,4;7,14;30,49;108,34
2017-10-21 14:00:00;20,74;12,7;7,01;30,46;97,23
2017-10-21 15:00:00;20,24;12,6;6,87;30,01;41,67
2017-10-21 16:00:00;22,14;12,4;7,05;30,26;22,23
2017-10-21 17:00:00;22,82;12,2;7,05;30,05;0,0
2017-10-21 18:00:00;24,43;11,7;7,16;29,83;0,0
2017-10-21 19:00:00;31,28;12,0;7,04;29,83;0,0
2017-10-21 20:00:00;29,46;11,7;7,25;30,05;0,0
2017-10-21 21:00:00;26,62;11,4;7,44;30,23;0,0
2017-10-21 22:00:00;23,47;11,4;7,36;30,02;0,0
2017-10-21 23:00:00;32,77;11,5;7,58;30,67;0,0
2017-10-22 00:00:00;43,56;11,5;7,84;31,32;0,0
2017-10-22 01:00:00;44,21;11,6;8,06;31,99;0,0
2017-10-22 02:00:00;60,58;12,2;8,48;33,65;0,0
2017-10-22 03:00:00;62,22;12,1;8,42;33,41;0,0
2017-10-22 04:00:00;82,46;12,4;8,23;33,23;0,0
2017-10-22 05:00:00;76,0;12,1;8,24;32,96;0,0
2017-10-22 06:00:00;77,4;12,0;8,19;32,72;0,0
2017-10-22 07:00:00;70,28;11,8;7,82;31,59;11,12
2017-10-22 08:00:00;61,46;12,2;7,5;31,18;152,78
2017-10-22 09:00:00;54,41;12,0;7,13;30,06;191,67
2017-10-22 10:00:00;42,04;13,3;7,01;31,06;372,23
2017-10-22 11:00:00;25,26;14,8;6,78;32,02;286,12
2017-10-22 12:00:00;23,87;14,6;5,86;29,5;419,45
2017-10-22 13:00:00;20,66;13,9;6,0;29,12;252,78
2017-10-22 14:00:00;18,96;13,3;5,77;27,93;144,45
2017-10-22 15:00:00;17,95;12,8;6,04;28,11;80,56
2017-10-22 16:00:00;19,83;12,2;6,16;27,81;16,67
2017-10-22 17:00:00;18,74;11,6;6,18;27,24;0,0
2017-10-22 18:00:00;19,19;11,0;6,34;27,05;0,0
2017-10-22 19:00:00;17,82;10,6;6,58;27,22;0,0
2017-10-22 20:00:00;18,7;10,5;6,53;27,01;0,0
2017-10-22 21:00:00;18,2;10,3;6,68;27,18;0,0
2017-10-22 22:00:00;18,9;10,5;6,77;27,61;0,0
2017-10-22 23:00:00;17,95;10,3;6,91;27,77;0,0
2017-10-23 00:00:00;18,73;10,6;6,82;27,83;0,0
2017-10-23 01:00:00;20,56;10,6;6,74;27,63;0,0
2017-10-23 02:00:00;18,26;10,3;6,68;27,18;0,0
2017-10-23 03:00:00;20,23;10,2;6,63;26,97;0,0
2017-10-23 04:00:00;19,59;9,8;6,46;26,11;0,0
2017-10-23 05:00:00;19,17;9,5;6,4;25,67;0,0
2017-10-23 06:00:00;17,59;9,3;6,32;25,25;0,0
2017-10-23 07:00:00;28,24;9,2;6,2;24,85;16,67
2017-10-23 08:00:00;34,54;9,3;6,39;25,43;55,56
2017-10-23 09:00:00;33,24;9,9;6,58;26,52;58,34
2017-10-23 10:00:00;38,19;9,8;6,91;27,26;91,67
2017-10-23 11:00:00;37,31;10,2;7,18;28,34;102,78
2017-10-23 12:00:00;39,84;11,0;7,5;29,95;94,45
2017-10-23 13:00:00;47,01;11,0;7,58;30,16;116,67
2017-10-23 14:00:00;45,07;11,6;7,72;31,12;75,0
2017-10-23 15:00:00;38,57;11,8;7,56;30,93;50,0
2017-10-23 16:00:00;39,98;11,6;7,37;30,25;19,45
2017-10-23 17:00:00;42,57;11,4;7,36;30,02;0,0
2017-10-23 18:00:00;40,01;11,3;7,4;30,0;0,0
2017-10-23 19:00:00;41,11;11,2;7,35;29,78;0,0
2017-10-23 20:00:00;42,67;11,0;7,17;29,12;0,0
2017-10-23 21:00:00;36,21;10,4;6,8;27,6;0,0
2017-10-23 22:00:00;28,19;8,8;6,32;24,74;0,0
2017-10-23 23:00:00;21,77;7,9;6,21;23,55;0,0
2017-10-24 00:00:00;28,44;7,9;6,27;23,72;0,0
2017-10-24 01:00:00;29,14;6,7;5,78;21,24;0,0
2017-10-24 02:00:00;4,65;7,3;6,15;22,79;0,0
2017-10-24 03:00:00;13,1;7,2;6,17;22,74;0,0
2017-10-24 04:00:00;11,18;7,6;6,34;23,58;0,0
2017-10-24 05:00:00;12,62;8,1;6,56;24,65;0,0
2017-10-24 06:00:00;13,55;8,5;6,75;25,51;0,0
2017-10-24 07:00:00;15,56;9,0;6,91;26,43;11,12
2017-10-24 08:00:00;17,42;9,5;7,15;27,54;47,23
2017-10-24 09:00:00;20,84;10,3;7,46;29,16;111,12
2017-10-24 10:00:00;26,95;11,6;7,72;31,12;136,12
2017-10-24 11:00:00;38,03;12,1;7,45;30,95;169,45
2017-10-24 12:00:00;107,07;12,7;7,66;32,09;211,12
2017-10-24 13:00:00;72,77;13,7;7,39;32,44;288,89
2017-10-24 14:00:00;56,64;13,9;7,19;32,14;197,23
2017-10-24 15:00:00;61,11;13,7;7,29;32,19;80,56
2017-10-24 16:00:00;57,32;13,3;7,39;32,03;11,12
2017-10-24 17:00:00;52,14;13,1;7,48;32,06;0,0
2017-10-24 18:00:00;61,76;12,9;7,48;31,84;0,0
2017-10-24 19:00:00;64,93;12,8;7,52;31,85;0,0
2017-10-24 20:00:00;69,73;13,3;7,77;33,0;0,0
2017-10-24 21:00:00;75,81;13,2;8,1;33,73;0,0
2017-10-24 22:00:00;83,43;13,3;8,06;33,73;0,0
2017-10-24 23:00:00;84,85;13,1;8,43;34,45;0,0
2017-10-25 00:00:00;80,89;12,8;8,64;34,67;0,0
2017-10-25 01:00:00;88,88;12,8;8,73;34,9;0,0
2017-10-25 02:00:00;100,22;13,1;8,91;35,65;0,0
2017-10-25 03:00:00;108,91;13,2;8,96;35,9;0,0
2017-10-25 04:00:00;102,83;13,3;9,02;36,15;0,0
2017-10-25 05:00:00;88,72;13,4;9,08;36,41;0,0
2017-10-25 06:00:00;128,91;13,6;9,2;36,92;0,0
2017-10-25 07:00:00;144,46;14,0;9,55;38,2;8,34
2017-10-25 08:00:00;131,04;14,4;9,6;38,73;63,89
2017-10-25 09:00:00;164,39;15,0;9,77;39,77;136,12
2017-10-25 10:00:00;156,11;16,0;9,85;41,0;150,0
2017-10-25 11:00:00;169,13;16,4;9,75;41,17;219,45
2017-10-25 12:00:00;180,5;17,3;9,58;41,67;219,45
2017-10-25 13:00:00;180,24;17,8;9,0;40,69;127,78
2017-10-25 14:00:00;180,08;17,8;8,61;39,71;58,34
2017-10-25 15:00:00;164,76;17,1;7,74;36,8;36,12
2017-10-25 16:00:00;119,35;16,7;8,03;37,1;11,12
2017-10-25 17:00:00;108,79;15,6;8,48;37,13;0,0
2017-10-25 18:00:00;115,4;15,4;8,59;37,2;0,0
2017-10-25 19:00:00;130,9;14,5;8,62;36,36;0,0
2017-10-25 20:00:00;134,21;14,0;8,54;35,66;0,0
2017-10-25 21:00:00;119,34;13,7;8,18;34,43;0,0
2017-10-25 22:00:00;97,98;12,8;7,89;32,79;0,0
2017-10-25 23:00:00;91,46;12,5;7,74;32,09;0,0
2017-10-26 00:00:00;71,73;12,2;7,67;31,63;0,0
2017-10-26 01:00:00;61,11;11,6;7,29;30,04;0,0
2017-10-26 02:00:00;55,21;11,2;7,26;29,57;0,0
2017-10-26 03:00:00;42,29;11,5;7,49;30,46;0,0
2017-10-26 04:00:00;37,58;11,3;7,31;29,79;0,0
2017-10-26 05:00:00;42,15;11,3;7,4;30,0;0,0
2017-10-26 06:00:00;38,54;11,3;7,4;30,0;0,0
2017-10-26 07:00:00;43,83;11,5;7,41;30,24;13,89
2017-10-26 08:00:00;37,95;12,0;7,31;30,5;83,34
2017-10-26 09:00:00;53,96;12,6;7,24;30,94;105,56
2017-10-26 10:00:00;45,53;13,3;7,49;32,27;200,0
2017-10-26 11:00:00;44,14;14,0;7,34;32,61;208,34
2017-10-26 12:00:00;45,64;14,3;7,48;33,28;200,0
2017-10-26 13:00:00;44,47;14,7;7,68;34,19;155,56
2017-10-26 14:00:00;62,54;14,8;7,73;34,42;94,45
2017-10-26 15:00:00;70,46;14,4;7,43;33,25;38,89
2017-10-26 16:00:00;69,32;13,8;7,34;32,42;13,89
2017-10-26 17:00:00;66,22;13,7;7,29;32,19;0,0
2017-10-26 18:00:00;55,56;13,5;7,2;31,75;0,0
2017-10-26 19:00:00;44,0;13,4;7,44;32,26;0,0
2017-10-26 20:00:00;41,06;13,1;7,39;31,82;0,0
2017-10-26 21:00:00;43,78;12,5;7,56;31,63;0,0
2017-10-26 22:00:00;45,02;12,4;7,23;30,72;0,0
2017-10-26 23:00:00;57,37;12,4;7,32;30,95;0,0
2017-10-27 00:00:00;45,63;12,3;7,28;30,72;0,0
2017-10-27 01:00:00;34,21;11,8;7,13;29,83;0,0
2017-10-27 02:00:00;42,88;11,4;6,85;28,74;0,0
2017-10-27 03:00:00;31,52;11,4;6,77;28,53;0,0
2017-10-27 04:00:00;27,59;11,1;6,72;28,09;0,0
2017-10-27 05:00:00;24,83;11,0;6,67;27,88;0,0
2017-10-27 06:00:00;26,34;10,4;6,8;27,6;0,0
2017-10-27 07:00:00;23,55;10,3;6,84;27,58;11,12
2017-10-27 08:00:00;31,13;10,7;6,7;27,64;102,78
2017-10-27 09:00:00;35,52;11,2;6,6;27,89;72,23
2017-10-27 10:00:00;36,56;10,6;6,9;28,03;116,67
2017-10-27 11:00:00;34,5;11,4;6,77;28,53;136,12
2017-10-27 12:00:00;37,98;11,7;6,91;29,18;119,45
2017-10-27 13:00:00;29,61;11,4;7,11;29,38;205,56
2017-10-27 14:00:00;52,35;10,5;6,93;28,01;180,56
2017-10-27 15:00:00;36,56;10,4;6,96;27,99;100,0
2017-10-27 16:00:00;33,09;10,0;6,01;25,18;30,56
2017-10-27 17:00:00;5,23;9,5;5,59;23,61;0,0
2017-10-27 18:00:00;10,74;9,6;5,7;24,0;0,0
2017-10-27 19:00:00;8,67;9,1;5,65;23,38;0,0
2017-10-27 20:00:00;8,93;9,2;5,69;23,57;0,0
2017-10-27 21:00:00;8,24;8,7;5,71;23,12;0,0
2017-10-27 22:00:00;8,47;9,1;5,94;24,1;0,0
2017-10-27 23:00:00;7,85;9,3;6,1;24,69;0,0
2017-10-28 00:00:00;7,98;9,5;6,11;24,92;0,0
2017-10-28 01:00:00;8,41;9,7;6,26;25,52;0,0
2017-10-28 02:00:00;8,59;9,8;6,23;25,54;0,0
2017-10-28 03:00:00;9,15;9,3;6,32;25,25;0,0
2017-10-28 04:00:00;9,58;8,8;6,46;25,1;0,0
2017-10-28 05:00:00;9,5;9,1;6,3;25,01;0,0
2017-10-28 06:00:00;9,21;9,3;6,17;24,88;0,0
2017-10-28 07:00:00;9,47;9,2;6,2;24,85;11,12
2017-10-28 08:00:00;9,23;9,6;5,92;24,56;27,78
2017-10-28 09:00:00;9,36;10,0;5,85;24,8;52,78
2017-10-28 10:00:00;9,7;10,4;5,86;25,21;97,23
2017-10-28 11:00:00;10,09;10,7;5,9;25,61;80,56
2017-10-28 12:00:00;12,04;11,0;5,77;25,6;77,78
2017-10-28 13:00:00;12,23;11,2;5,76;25,79;94,45
2017-10-28 14:00:00;12,68;11,1;5,64;25,38;55,56
2017-10-28 15:00:00;11,76;11,0;5,69;25,39;16,67
2017-10-28 16:00:00;14,59;10,9;5,81;25,61;2,78
2017-10-28 17:00:00;11,71;10,6;5,94;25,61;0,0
2017-10-28 18:00:00;10,34;11,0;5,93;26,01;0,0
2017-10-28 19:00:00;11,25;10,6;6,26;26,42;0,0
2017-10-28 20:00:00;12,06;10,2;6,63;26,97;0,0
2017-10-28 21:00:00;12,61;9,8;6,99;27,45;0,0
2017-10-28 22:00:00;10,12;10,0;7,16;28,09;0,0
2017-10-28 23:00:00;10,3;10,5;7,41;29,22;0,0
2017-10-29 00:00:00;10,02;11,0;7,66;30,36;0,0
2017-10-29 01:00:00;34,93;11,8;7,65;31,15;0,0
2017-10-29 02:00:00;83,11;11,6;7,63;30,9;0,0
2017-10-29 03:00:00;84,9;11,3;7,31;29,79;0,0
2017-10-29 04:00:00;39,97;10,9;6,63;27,66;0,0
2017-10-29 05:00:00;11,14;8,1;5,55;22,1;0,0
2017-10-29 06:00:00;7,23;8,2;4,91;20,59;0,0
2017-10-29 07:00:00;8,41;7,9;5,28;21,21;5,56
2017-10-29 08:00:00;9,13;8,3;5,56;22,32;47,23
2017-10-29 09:00:00;8,65;7,9;5,81;22,54;100,0
2017-10-29 10:00:00;9,4;8,2;5,52;22,13;63,89
2017-10-29 11:00:00;10,13;7,9;5,61;22,04;102,78
2017-10-29 12:00:00;9,01;6,4;5,0;18,98;38,89
2017-10-29 13:00:00;2,48;5,2;4,82;17,31;100,0
2017-10-29 14:00:00;0,95;7,1;5,31;20,47;130,56
2017-10-29 15:00:00;0,94;7,3;5,0;19,9;100,0
2017-10-29 16:00:00;0,94;6,4;4,64;18,08;19,45
2017-10-29 17:00:00;0,9;6,5;4,37;17,51;0,0
2017-10-29 18:00:00;0,93;5,8;4,51;17,14;0,0
2017-10-29 19:00:00;0,91;6,3;4,31;17,15;0,0
2017-10-29 20:00:00;0,91;6,4;4,22;17,03;0,0
2017-10-29 21:00:00;0,94;6,2;4,28;16,98;0,0
2017-10-29 22:00:00;0,94;5,7;4,25;16,39;0,0
2017-10-29 23:00:00;0,92;5,6;4,27;16,36;0,0
2017-10-30 00:00:00;0,9;5,6;4,27;16,36;0,0
2017-10-30 01:00:00;0,94;5,3;4,41;16,39;0,0
2017-10-30 02:00:00;0,94;4,9;4,45;16,08;0,0
2017-10-30 03:00:00;1,01;4,9;4,5;16,22;0,0
2017-10-30 04:00:00;0,94;5,1;4,51;16,44;0,0
2017-10-30 05:00:00;0,94;5,2;4,38;16,21;0,0
2017-10-30 06:00:00;0,94;4,7;4,17;15,19;0,0
2017-10-30 07:00:00;0,93;4,8;4,36;15,77;27,78
2017-10-30 08:00:00;0,89;5,9;4,36;16,89;141,67
